,team,date,points,RW,ROW,SOW,goals,goals_against,power_play,penalty_kill,net_ppp,net_pkp,shots,shots_against,FOWp
1589,Winnipeg Jets,2015/04/18@ ANA,0,0,0,0,1,2,0.0,75.0,0.0,75.0,29.0,39.0,47.5
1590,New York Islanders,2015/04/19vs WSH,2,0,1,0,2,1,0.0,100.0,0.0,100.0,42.0,25.0,49.2
1591,Montréal Canadiens,2015/04/19@ OTT,2,0,1,0,2,1,0.0,100.0,0.0,100.0,49.0,34.0,44.8
1592,Ottawa Senators,2015/04/19vs MTL,0,0,0,0,1,2,0.0,100.0,0.0,100.0,34.0,49.0,55.2
1593,Washington Capitals,2015/04/19@ NYI,0,0,0,0,1,2,0.0,100.0,0.0,100.0,25.0,42.0,50.9
1594,Chicago Blackhawks,2015/04/19vs NSH,2,1,1,0,4,2,0.0,100.0,0.0,100.0,30.0,37.0,57.6
1595,Nashville Predators,2015/04/19@ CHI,0,0,0,0,2,4,0.0,100.0,0.0,100.0,37.0,30.0,42.4
1596,Calgary Flames,2015/04/19vs VAN,2,1,1,0,4,2,20.0,100.0,20.0,100.0,28.0,25.0,50.0
1597,Vancouver Canucks,2015/04/19@ CGY,0,0,0,0,2,4,0.0,80.0,0.0,80.0,25.0,28.0,50.0
1598,New York Rangers,2015/04/20@ PIT,2,1,1,0,2,1,0.0,100.0,0.0,100.0,26.0,24.0,45.9
1599,Pittsburgh Penguins,2015/04/20vs NYR,0,0,0,0,1,2,0.0,100.0,0.0,100.0,24.0,26.0,54.1
1600,St. Louis Blues,2015/04/20@ MIN,0,0,0,0,0,3,--,100.0,--,100.0,17.0,24.0,50.8
1601,Anaheim Ducks,2015/04/20@ WPG,2,0,1,0,5,4,0.0,66.7,0.0,66.7,31.0,35.0,48.8
1602,Minnesota Wild,2015/04/20vs STL,2,1,1,0,3,0,0.0,--,0.0,--,24.0,17.0,49.2
1603,Winnipeg Jets,2015/04/20vs ANA,0,0,0,0,4,5,33.3,100.0,33.3,100.0,35.0,31.0,51.2
1604,New York Islanders,2015/04/21vs WSH,0,0,0,0,1,2,0.0,100.0,0.0,100.0,37.0,30.0,49.2
1605,Tampa Bay Lightning,2015/04/21@ DET,0,0,0,0,0,3,0.0,75.0,0.0,75.0,22.0,21.0,50.0
1606,Washington Capitals,2015/04/21@ NYI,2,0,1,0,2,1,0.0,100.0,0.0,100.0,30.0,37.0,50.8
1607,Chicago Blackhawks,2015/04/21vs NSH,2,0,1,0,3,2,0.0,66.7,0.0,66.7,48.0,52.0,53.4
1608,Detroit Red Wings,2015/04/21vs TBL,2,1,1,0,3,0,25.0,100.0,25.0,100.0,21.0,22.0,50.0
1609,Nashville Predators,2015/04/21@ CHI,0,0,0,0,2,3,33.3,100.0,33.3,100.0,52.0,48.0,46.6
1610,Calgary Flames,2015/04/21vs VAN,2,1,1,0,3,1,50.0,50.0,50.0,50.0,22.0,29.0,53.2
1611,Vancouver Canucks,2015/04/21@ CGY,0,0,0,0,1,3,50.0,50.0,50.0,50.0,29.0,22.0,46.8
1612,New York Rangers,2015/04/22@ PIT,2,0,1,0,2,1,0.0,100.0,0.0,100.0,24.0,23.0,42.9
1613,Pittsburgh Penguins,2015/04/22vs NYR,0,0,0,0,1,2,0.0,100.0,0.0,100.0,23.0,24.0,57.1
1614,Montréal Canadiens,2015/04/22@ OTT,0,0,0,0,0,1,0.0,100.0,0.0,100.0,28.0,32.0,45.1
1615,Ottawa Senators,2015/04/22vs MTL,2,1,1,0,1,0,0.0,100.0,0.0,100.0,32.0,28.0,54.9
1616,St. Louis Blues,2015/04/22@ MIN,2,1,1,0,6,1,0.0,0.0,0.0,0.0,26.0,18.0,50.0
1617,Anaheim Ducks,2015/04/22@ WPG,2,1,1,0,5,2,0.0,66.7,0.0,66.7,35.0,27.0,53.5
1618,Minnesota Wild,2015/04/22vs STL,0,0,0,0,1,6,100.0,100.0,100.0,100.0,18.0,26.0,50.0
1619,Winnipeg Jets,2015/04/22vs ANA,0,0,0,0,2,5,33.3,100.0,33.3,100.0,27.0,35.0,46.5
1620,New York Islanders,2015/04/23@ WSH,0,0,0,0,1,5,0.0,100.0,0.0,100.0,23.0,41.0,36.7
1621,Tampa Bay Lightning,2015/04/23@ DET,2,0,1,0,3,2,0.0,100.0,0.0,100.0,29.0,24.0,55.4
1622,Washington Capitals,2015/04/23vs NYI,2,1,1,0,5,1,0.0,100.0,0.0,100.0,41.0,23.0,63.3
1623,Chicago Blackhawks,2015/04/23@ NSH,0,0,0,0,2,5,0.0,50.0,0.0,50.0,30.0,29.0,46.9
1624,Detroit Red Wings,2015/04/23vs TBL,0,0,0,0,2,3,0.0,100.0,0.0,100.0,24.0,29.0,44.6
1625,Nashville Predators,2015/04/23vs CHI,2,1,1,0,5,2,50.0,100.0,50.0,100.0,29.0,30.0,53.1
1626,Calgary Flames,2015/04/23@ VAN,0,0,0,0,1,2,0.0,100.0,0.0,100.0,21.0,43.0,50.9
1627,Vancouver Canucks,2015/04/23vs CGY,2,1,1,0,2,1,0.0,100.0,0.0,100.0,43.0,21.0,49.2
1628,New York Rangers,2015/04/24vs PIT,2,0,1,0,2,1,33.3,100.0,33.3,100.0,36.0,38.0,47.1
1629,Pittsburgh Penguins,2015/04/24@ NYR,0,0,0,0,1,2,0.0,66.7,0.0,66.7,38.0,36.0,52.9
1630,Montréal Canadiens,2015/04/24vs OTT,0,0,0,0,1,5,0.0,50.0,0.0,50.0,46.0,25.0,54.4
1631,Ottawa Senators,2015/04/24@ MTL,2,1,1,0,5,1,50.0,100.0,50.0,100.0,25.0,46.0,45.6
1632,St. Louis Blues,2015/04/24vs MIN,0,0,0,0,1,4,50.0,50.0,50.0,50.0,37.0,19.0,53.3
1633,Minnesota Wild,2015/04/24@ STL,2,1,1,0,4,1,50.0,50.0,50.0,50.0,19.0,37.0,46.8
1634,New York Islanders,2015/04/25vs WSH,2,1,1,0,3,1,0.0,66.7,0.0,66.7,38.0,39.0,45.2
1635,Tampa Bay Lightning,2015/04/25vs DET,0,0,0,0,0,4,0.0,50.0,0.0,50.0,28.0,30.0,64.1
1636,Washington Capitals,2015/04/25@ NYI,0,0,0,0,1,3,33.3,100.0,33.3,100.0,39.0,38.0,54.8
1637,Chicago Blackhawks,2015/04/25vs NSH,2,1,1,0,4,3,50.0,66.7,50.0,66.7,32.0,25.0,50.0
1638,Detroit Red Wings,2015/04/25@ TBL,2,1,1,0,4,0,50.0,100.0,50.0,100.0,30.0,28.0,35.9
1639,Nashville Predators,2015/04/25@ CHI,0,0,0,0,3,4,33.3,50.0,33.3,50.0,25.0,32.0,50.0
1640,Calgary Flames,2015/04/25vs VAN,2,1,1,0,7,4,33.3,50.0,33.3,50.0,33.0,22.0,49.3
1641,Vancouver Canucks,2015/04/25@ CGY,0,0,0,0,4,7,50.0,66.7,50.0,66.7,22.0,33.0,50.7
1642,Montréal Canadiens,2015/04/26@ OTT,2,1,1,0,2,0,0.0,100.0,0.0,100.0,20.0,43.0,58.5
1643,Ottawa Senators,2015/04/26vs MTL,0,0,0,0,0,2,0.0,100.0,0.0,100.0,43.0,20.0,41.5
1644,St. Louis Blues,2015/04/26@ MIN,0,0,0,0,1,4,0.0,100.0,-50.0,100.0,31.0,21.0,47.2
1645,Minnesota Wild,2015/04/26vs STL,2,1,1,0,4,1,0.0,100.0,0.0,150.0,21.0,31.0,52.8
1646,New York Islanders,2015/04/27@ WSH,0,0,0,0,1,2,0.0,--,0.0,--,11.0,26.0,39.6
1647,Tampa Bay Lightning,2015/04/27@ DET,2,1,1,0,5,2,0.0,85.7,0.0,100.0,28.0,24.0,55.2
1648,Washington Capitals,2015/04/27vs NYI,2,1,1,0,2,1,--,100.0,--,100.0,26.0,11.0,60.4
1649,Detroit Red Wings,2015/04/27vs TBL,0,0,0,0,2,5,14.3,100.0,0.0,100.0,24.0,28.0,44.8
1650,Tampa Bay Lightning,2015/04/29vs DET,2,1,1,0,2,0,0.0,100.0,0.0,100.0,17.0,31.0,47.3
1651,Detroit Red Wings,2015/04/29@ TBL,0,0,0,0,0,2,0.0,100.0,0.0,100.0,31.0,17.0,52.7
1652,New York Rangers,2015/04/30vs WSH,0,0,0,0,1,2,0.0,50.0,0.0,50.0,32.0,29.0,55.7
1653,Washington Capitals,2015/04/30@ NYR,2,1,1,0,2,1,50.0,100.0,50.0,100.0,29.0,32.0,44.3
1654,Calgary Flames,2015/04/30@ ANA,0,0,0,0,1,6,0.0,50.0,0.0,50.0,24.0,35.0,48.4
1655,Anaheim Ducks,2015/04/30vs CGY,2,1,1,0,6,1,50.0,100.0,50.0,100.0,35.0,24.0,51.6
1656,Montréal Canadiens,2015/05/01vs TBL,0,0,0,0,1,2,0.0,100.0,0.0,100.0,44.0,35.0,61.8
1657,Tampa Bay Lightning,2015/05/01@ MTL,2,0,1,0,2,1,0.0,100.0,0.0,100.0,35.0,44.0,38.2
1658,Chicago Blackhawks,2015/05/01vs MIN,2,1,1,0,4,3,0.0,66.7,0.0,66.7,35.0,33.0,55.9
1659,Minnesota Wild,2015/05/01@ CHI,0,0,0,0,3,4,33.3,100.0,33.3,100.0,33.0,35.0,44.1
1660,New York Rangers,2015/05/02vs WSH,2,1,1,0,3,2,25.0,100.0,25.0,100.0,35.0,32.0,46.6
1661,Washington Capitals,2015/05/02@ NYR,0,0,0,0,2,3,0.0,75.0,0.0,75.0,32.0,35.0,53.5
1662,Montréal Canadiens,2015/05/03vs TBL,0,0,0,0,2,6,0.0,50.0,0.0,50.0,29.0,24.0,55.0
1663,Tampa Bay Lightning,2015/05/03@ MTL,2,1,1,0,6,2,50.0,100.0,50.0,100.0,24.0,29.0,45.0
1664,Chicago Blackhawks,2015/05/03vs MIN,2,1,1,0,4,1,0.0,50.0,0.0,100.0,31.0,31.0,52.5
1665,Calgary Flames,2015/05/03@ ANA,0,0,0,0,0,3,0.0,100.0,0.0,100.0,30.0,34.0,46.0
1666,Anaheim Ducks,2015/05/03vs CGY,2,1,1,0,3,0,0.0,100.0,0.0,100.0,34.0,30.0,54.0
1667,Minnesota Wild,2015/05/03@ CHI,0,0,0,0,1,4,50.0,100.0,0.0,100.0,31.0,31.0,47.5
1668,New York Rangers,2015/05/04@ WSH,0,0,0,0,0,1,0.0,100.0,0.0,100.0,30.0,22.0,31.0
1669,Washington Capitals,2015/05/04vs NYR,2,1,1,0,1,0,0.0,100.0,0.0,100.0,22.0,30.0,69.0
1670,Chicago Blackhawks,2015/05/05@ MIN,2,1,1,0,1,0,100.0,100.0,100.0,100.0,22.0,30.0,62.7
1671,Calgary Flames,2015/05/05vs ANA,2,0,1,0,4,3,16.7,100.0,16.7,150.0,21.0,21.0,32.2
1672,Anaheim Ducks,2015/05/05@ CGY,0,0,0,0,3,4,0.0,83.3,-50.0,83.3,21.0,21.0,67.8
1673,Minnesota Wild,2015/05/05vs CHI,0,0,0,0,0,1,0.0,0.0,0.0,0.0,30.0,22.0,37.3
1674,New York Rangers,2015/05/06@ WSH,0,0,0,0,1,2,0.0,100.0,0.0,100.0,29.0,30.0,43.3
1675,Montréal Canadiens,2015/05/06@ TBL,0,0,0,0,1,2,0.0,100.0,0.0,100.0,31.0,19.0,51.7
1676,Tampa Bay Lightning,2015/05/06vs MTL,2,1,1,0,2,1,0.0,100.0,0.0,100.0,19.0,31.0,48.3
1677,Washington Capitals,2015/05/06vs NYR,2,1,1,0,2,1,0.0,100.0,0.0,100.0,30.0,29.0,56.7
1678,Montréal Canadiens,2015/05/07@ TBL,2,1,1,0,6,2,33.3,33.3,33.3,66.7,40.0,24.0,51.5
1679,Tampa Bay Lightning,2015/05/07vs MTL,0,0,0,0,2,6,66.7,66.7,33.3,66.7,24.0,40.0,48.5
1680,Chicago Blackhawks,2015/05/07@ MIN,2,1,1,0,4,3,50.0,66.7,50.0,100.0,25.0,37.0,50.0
1681,Minnesota Wild,2015/05/07vs CHI,0,0,0,0,3,4,33.3,50.0,0.0,50.0,37.0,25.0,50.0
1682,New York Rangers,2015/05/08vs WSH,2,0,1,0,2,1,0.0,100.0,0.0,100.0,43.0,29.0,47.7
1683,Washington Capitals,2015/05/08@ NYR,0,0,0,0,1,2,0.0,100.0,0.0,100.0,29.0,43.0,52.3
1684,Calgary Flames,2015/05/08vs ANA,0,0,0,0,2,4,0.0,50.0,0.0,50.0,27.0,29.0,51.4
1685,Anaheim Ducks,2015/05/08@ CGY,2,1,1,0,4,2,50.0,100.0,50.0,100.0,29.0,27.0,48.6
1686,Montréal Canadiens,2015/05/09vs TBL,2,1,1,0,2,1,0.0,--,0.0,--,29.0,25.0,52.6
1687,Tampa Bay Lightning,2015/05/09@ MTL,0,0,0,0,1,2,--,100.0,--,100.0,25.0,29.0,47.4
1688,New York Rangers,2015/05/10@ WSH,2,1,1,0,4,3,33.3,100.0,33.3,100.0,28.0,45.0,45.9
1689,Washington Capitals,2015/05/10vs NYR,0,0,0,0,3,4,0.0,66.7,0.0,66.7,45.0,28.0,54.1
1690,Calgary Flames,2015/05/10@ ANA,0,0,0,0,2,3,25.0,50.0,25.0,50.0,19.0,47.0,37.7
1691,Anaheim Ducks,2015/05/10vs CGY,2,0,1,0,3,2,50.0,75.0,50.0,75.0,47.0,19.0,62.3
1692,Montréal Canadiens,2015/05/12@ TBL,0,0,0,0,1,4,0.0,50.0,0.0,50.0,19.0,28.0,41.9
1693,Tampa Bay Lightning,2015/05/12vs MTL,2,1,1,0,4,1,50.0,100.0,50.0,100.0,28.0,19.0,58.1
1694,New York Rangers,2015/05/13vs WSH,2,0,1,0,2,1,25.0,100.0,25.0,100.0,39.0,36.0,40.5
1695,Washington Capitals,2015/05/13@ NYR,0,0,0,0,1,2,0.0,75.0,0.0,75.0,36.0,39.0,59.5
1696,New York Rangers,2015/05/16vs TBL,2,1,1,0,2,1,0.0,75.0,0.0,75.0,30.0,24.0,43.4
1697,Tampa Bay Lightning,2015/05/16@ NYR,0,0,0,0,1,2,25.0,100.0,25.0,100.0,24.0,30.0,56.6
1698,Chicago Blackhawks,2015/05/17@ ANA,0,0,0,0,1,4,0.0,100.0,0.0,100.0,33.0,27.0,48.1
1699,Anaheim Ducks,2015/05/17vs CHI,2,1,1,0,4,1,0.0,100.0,0.0,100.0,27.0,33.0,51.9
1700,New York Rangers,2015/05/18vs TBL,0,0,0,0,2,6,40.0,50.0,20.0,50.0,37.0,26.0,54.4
1701,Tampa Bay Lightning,2015/05/18@ NYR,2,1,1,0,6,2,50.0,60.0,50.0,80.0,26.0,37.0,45.6
1702,Chicago Blackhawks,2015/05/19@ ANA,2,0,1,0,3,2,40.0,100.0,40.0,100.0,56.0,62.0,47.3
1703,Anaheim Ducks,2015/05/19vs CHI,0,0,0,0,2,3,0.0,60.0,0.0,60.0,62.0,56.0,52.7
1704,New York Rangers,2015/05/20@ TBL,0,0,0,0,5,6,50.0,50.0,50.0,50.0,28.0,40.0,45.8
1705,Tampa Bay Lightning,2015/05/20vs NYR,2,0,1,0,6,5,50.0,50.0,50.0,50.0,40.0,28.0,54.2
1706,Chicago Blackhawks,2015/05/21vs ANA,0,0,0,0,1,2,0.0,0.0,0.0,0.0,28.0,27.0,51.5
1707,Anaheim Ducks,2015/05/21@ CHI,2,1,1,0,2,1,100.0,100.0,100.0,100.0,27.0,28.0,48.5
1708,New York Rangers,2015/05/22@ TBL,2,1,1,0,5,1,50.0,100.0,50.0,100.0,24.0,39.0,43.6
1709,Tampa Bay Lightning,2015/05/22vs NYR,0,0,0,0,1,5,0.0,50.0,0.0,50.0,39.0,24.0,56.4
1710,Chicago Blackhawks,2015/05/23vs ANA,2,0,1,0,5,4,25.0,100.0,25.0,150.0,40.0,51.0,54.6
1711,Anaheim Ducks,2015/05/23@ CHI,0,0,0,0,4,5,0.0,75.0,-50.0,75.0,51.0,40.0,45.5
1712,New York Rangers,2015/05/24vs TBL,0,0,0,0,0,2,0.0,66.7,0.0,66.7,26.0,22.0,38.5
1713,Tampa Bay Lightning,2015/05/24@ NYR,2,1,1,0,2,0,33.3,100.0,33.3,100.0,22.0,26.0,61.5
1714,Chicago Blackhawks,2015/05/25@ ANA,0,0,0,0,4,5,0.0,100.0,0.0,100.0,28.0,28.0,40.0
1715,Anaheim Ducks,2015/05/25vs CHI,2,0,1,0,5,4,0.0,100.0,0.0,100.0,28.0,28.0,60.0
1716,New York Rangers,2015/05/26@ TBL,2,1,1,0,7,3,33.3,66.7,33.3,66.7,34.0,39.0,53.0
1717,Tampa Bay Lightning,2015/05/26vs NYR,0,0,0,0,3,7,33.3,66.7,33.3,66.7,39.0,34.0,47.0
1718,Chicago Blackhawks,2015/05/27vs ANA,2,1,1,0,5,2,0.0,66.7,0.0,66.7,23.0,32.0,66.0
1719,Anaheim Ducks,2015/05/27@ CHI,0,0,0,0,2,5,33.3,100.0,33.3,100.0,32.0,23.0,34.0
1720,New York Rangers,2015/05/29vs TBL,0,0,0,0,0,2,0.0,--,0.0,--,22.0,25.0,62.5
1721,Tampa Bay Lightning,2015/05/29@ NYR,2,1,1,0,2,0,--,100.0,--,100.0,25.0,22.0,37.5
1722,Chicago Blackhawks,2015/05/30@ ANA,2,1,1,0,5,3,50.0,50.0,50.0,50.0,26.0,38.0,50.0
1723,Anaheim Ducks,2015/05/30vs CHI,0,0,0,0,3,5,50.0,50.0,50.0,50.0,38.0,26.0,50.0
1724,Tampa Bay Lightning,2015/06/03vs CHI,0,0,0,0,1,2,0.0,100.0,0.0,100.0,23.0,21.0,52.6
1725,Chicago Blackhawks,2015/06/03@ TBL,2,1,1,0,2,1,0.0,100.0,0.0,100.0,21.0,23.0,47.4
1726,Tampa Bay Lightning,2015/06/06vs CHI,2,1,1,0,4,3,33.3,66.7,33.3,66.7,24.0,29.0,35.2
1727,Chicago Blackhawks,2015/06/06@ TBL,0,0,0,0,3,4,33.3,66.7,33.3,66.7,29.0,24.0,64.8
1728,Tampa Bay Lightning,2015/06/08@ CHI,2,1,1,0,3,2,0.0,50.0,0.0,50.0,32.0,38.0,41.8
1729,Chicago Blackhawks,2015/06/08vs TBL,0,0,0,0,2,3,50.0,100.0,50.0,100.0,38.0,32.0,58.2
1730,Tampa Bay Lightning,2015/06/10@ CHI,0,0,0,0,1,2,0.0,100.0,0.0,100.0,25.0,19.0,34.5
1731,Chicago Blackhawks,2015/06/10vs TBL,2,1,1,0,2,1,0.0,100.0,0.0,100.0,19.0,25.0,65.5
1732,Tampa Bay Lightning,2015/06/13vs CHI,0,0,0,0,1,2,0.0,100.0,0.0,100.0,32.0,29.0,41.9
1733,Chicago Blackhawks,2015/06/13@ TBL,2,1,1,0,2,1,0.0,100.0,0.0,100.0,29.0,32.0,58.1
1734,Tampa Bay Lightning,2015/06/15@ CHI,0,0,0,0,0,2,0.0,100.0,0.0,100.0,25.0,32.0,32.3
1735,Chicago Blackhawks,2015/06/15vs TBL,2,1,1,0,2,0,0.0,100.0,0.0,100.0,32.0,25.0,67.7
1736,New York Rangers,2016/04/13@ PIT,0,0,0,0,2,5,20.0,80.0,0.0,80.0,37.0,31.0,48.5
1737,Pittsburgh Penguins,2016/04/13vs NYR,2,1,1,0,5,2,20.0,80.0,20.0,100.0,31.0,37.0,51.5
1738,Tampa Bay Lightning,2016/04/13vs DET,2,1,1,0,3,2,0.0,100.0,0.0,100.0,34.0,36.0,55.4
1739,Chicago Blackhawks,2016/04/13@ STL,0,0,0,0,0,1,0.0,100.0,0.0,100.0,35.0,18.0,45.8
1740,Detroit Red Wings,2016/04/13@ TBL,0,0,0,0,2,3,0.0,100.0,0.0,100.0,36.0,34.0,44.6
1741,St. Louis Blues,2016/04/13vs CHI,2,0,1,0,1,0,0.0,100.0,0.0,100.0,18.0,35.0,54.2
1742,New York Islanders,2016/04/14@ FLA,2,1,1,0,5,4,50.0,66.7,50.0,66.7,26.0,46.0,51.5
1743,Philadelphia Flyers,2016/04/14@ WSH,0,0,0,0,0,2,0.0,83.3,0.0,83.3,19.0,31.0,54.4
1744,Florida Panthers,2016/04/14vs NYI,0,0,0,0,4,5,33.3,50.0,33.3,50.0,46.0,26.0,48.5
1745,Washington Capitals,2016/04/14vs PHI,2,1,1,0,2,0,16.7,100.0,16.7,100.0,31.0,19.0,45.6
1746,Dallas Stars,2016/04/14vs MIN,2,1,1,0,4,0,16.7,100.0,16.7,100.0,32.0,22.0,55.1
1747,Los Angeles Kings,2016/04/14vs SJS,0,0,0,0,3,4,33.3,75.0,33.3,100.0,24.0,23.0,45.8
1748,San Jose Sharks,2016/04/14@ LAK,2,1,1,0,4,3,25.0,66.7,0.0,66.7,23.0,24.0,54.2
1749,Minnesota Wild,2016/04/14@ DAL,0,0,0,0,0,4,0.0,83.3,0.0,83.3,22.0,32.0,44.9
1750,New York Islanders,2016/04/15@ FLA,0,0,0,0,1,3,0.0,100.0,0.0,100.0,42.0,31.0,42.9
1751,Florida Panthers,2016/04/15vs NYI,2,1,1,0,3,1,0.0,100.0,0.0,100.0,31.0,42.0,57.1
1752,Tampa Bay Lightning,2016/04/15vs DET,2,1,1,0,5,2,14.3,80.0,14.3,80.0,31.0,32.0,48.6
1753,Chicago Blackhawks,2016/04/15@ STL,2,1,1,0,3,2,33.3,100.0,33.3,100.0,29.0,31.0,56.3
1754,Detroit Red Wings,2016/04/15@ TBL,0,0,0,0,2,5,20.0,85.7,20.0,85.7,32.0,31.0,51.4
1755,Nashville Predators,2016/04/15@ ANA,2,1,1,0,3,2,0.0,75.0,0.0,75.0,33.0,29.0,39.1
1756,St. Louis Blues,2016/04/15vs CHI,0,0,0,0,2,3,0.0,66.7,0.0,66.7,31.0,29.0,43.8
1757,Anaheim Ducks,2016/04/15vs NSH,0,0,0,0,2,3,25.0,100.0,25.0,100.0,29.0,33.0,60.9
1758,New York Rangers,2016/04/16@ PIT,2,1,1,0,4,2,0.0,60.0,0.0,60.0,28.0,31.0,44.3
1759,Philadelphia Flyers,2016/04/16@ WSH,0,0,0,0,1,4,0.0,0.0,0.0,0.0,42.0,23.0,46.8
1760,Pittsburgh Penguins,2016/04/16vs NYR,0,0,0,0,2,4,40.0,100.0,40.0,100.0,31.0,28.0,55.7
1761,Washington Capitals,2016/04/16vs PHI,2,1,1,0,4,1,100.0,100.0,100.0,100.0,23.0,42.0,53.2
1762,Dallas Stars,2016/04/16vs MIN,2,1,1,0,2,1,0.0,80.0,0.0,80.0,28.0,26.0,58.8
1763,Los Angeles Kings,2016/04/16vs SJS,0,0,0,0,1,2,20.0,80.0,20.0,80.0,27.0,23.0,60.3
1764,San Jose Sharks,2016/04/16@ LAK,2,1,1,0,2,1,20.0,80.0,20.0,80.0,23.0,27.0,39.7
1765,Minnesota Wild,2016/04/16@ DAL,0,0,0,0,1,2,20.0,100.0,20.0,100.0,26.0,28.0,41.2
1766,New York Islanders,2016/04/17vs FLA,2,0,1,0,4,3,50.0,100.0,50.0,100.0,39.0,39.0,56.3
1767,Florida Panthers,2016/04/17@ NYI,0,0,0,0,3,4,0.0,50.0,0.0,50.0,39.0,39.0,43.7
1768,Tampa Bay Lightning,2016/04/17@ DET,0,0,0,0,0,2,0.0,100.0,0.0,100.0,16.0,30.0,49.1
1769,Chicago Blackhawks,2016/04/17vs STL,0,0,0,0,2,3,25.0,33.3,25.0,33.3,46.0,36.0,49.4
1770,Detroit Red Wings,2016/04/17vs TBL,2,1,1,0,2,0,0.0,100.0,0.0,100.0,30.0,16.0,50.9
1771,Nashville Predators,2016/04/17@ ANA,2,1,1,0,3,2,20.0,100.0,20.0,100.0,27.0,29.0,36.2
1772,St. Louis Blues,2016/04/17@ CHI,2,1,1,0,3,2,66.7,75.0,66.7,75.0,36.0,46.0,50.6
1773,Anaheim Ducks,2016/04/17vs NSH,0,0,0,0,2,3,0.0,80.0,0.0,80.0,29.0,27.0,63.8
1774,Philadelphia Flyers,2016/04/18vs WSH,0,0,0,0,1,6,0.0,44.4,0.0,44.4,32.0,27.0,55.9
1775,Washington Capitals,2016/04/18@ PHI,2,1,1,0,6,1,55.6,100.0,55.6,100.0,27.0,32.0,44.1
1776,Dallas Stars,2016/04/18@ MIN,0,0,0,0,3,5,0.0,50.0,0.0,50.0,17.0,25.0,49.3
1777,Los Angeles Kings,2016/04/18@ SJS,2,0,1,0,2,1,33.3,100.0,33.3,100.0,24.0,30.0,56.5
1778,San Jose Sharks,2016/04/18vs LAK,0,0,0,0,1,2,0.0,66.7,0.0,66.7,30.0,24.0,43.5
1779,Minnesota Wild,2016/04/18vs DAL,2,1,1,0,5,3,50.0,100.0,50.0,100.0,25.0,17.0,50.7
1780,New York Rangers,2016/04/19vs PIT,0,0,0,0,1,3,0.0,66.7,0.0,100.0,17.0,31.0,46.8
1781,Pittsburgh Penguins,2016/04/19@ NYR,2,1,1,0,3,1,33.3,100.0,0.0,100.0,31.0,17.0,53.2
1782,Tampa Bay Lightning,2016/04/19@ DET,2,1,1,0,3,2,60.0,100.0,60.0,100.0,33.0,28.0,52.2
1783,Chicago Blackhawks,2016/04/19vs STL,0,0,0,0,3,4,50.0,50.0,50.0,50.0,42.0,20.0,46.7
1784,Detroit Red Wings,2016/04/19vs TBL,0,0,0,0,2,3,0.0,40.0,0.0,40.0,28.0,33.0,47.8
1785,Nashville Predators,2016/04/19vs ANA,0,0,0,0,0,3,0.0,100.0,0.0,100.0,27.0,21.0,52.4
1786,St. Louis Blues,2016/04/19@ CHI,2,1,1,0,4,3,50.0,50.0,50.0,50.0,20.0,42.0,53.3
1787,Anaheim Ducks,2016/04/19@ NSH,2,1,1,0,3,0,0.0,100.0,0.0,100.0,21.0,27.0,47.6
1788,New York Islanders,2016/04/20vs FLA,0,0,0,0,1,2,25.0,75.0,25.0,75.0,27.0,29.0,59.3
1789,Philadelphia Flyers,2016/04/20vs WSH,2,1,1,0,2,1,50.0,100.0,50.0,100.0,25.0,32.0,48.2
1790,Florida Panthers,2016/04/20@ NYI,2,1,1,0,2,1,25.0,75.0,25.0,75.0,29.0,27.0,40.7
1791,Washington Capitals,2016/04/20@ PHI,0,0,0,0,1,2,0.0,50.0,0.0,50.0,32.0,25.0,51.8
1792,Dallas Stars,2016/04/20@ MIN,2,1,1,0,3,2,100.0,100.0,100.0,100.0,22.0,30.0,38.6
1793,Los Angeles Kings,2016/04/20@ SJS,0,0,0,0,2,3,0.0,25.0,0.0,25.0,28.0,29.0,49.1
1794,San Jose Sharks,2016/04/20vs LAK,2,1,1,0,3,2,75.0,100.0,75.0,100.0,29.0,28.0,50.9
1795,Minnesota Wild,2016/04/20vs DAL,0,0,0,0,2,3,0.0,0.0,0.0,0.0,30.0,22.0,61.4
1796,New York Rangers,2016/04/21vs PIT,0,0,0,0,0,5,0.0,50.0,0.0,50.0,31.0,32.0,57.7
1797,Pittsburgh Penguins,2016/04/21@ NYR,2,1,1,0,5,0,50.0,100.0,50.0,100.0,32.0,31.0,42.3
1798,Tampa Bay Lightning,2016/04/21vs DET,2,1,1,0,1,0,0.0,100.0,0.0,100.0,24.0,34.0,44.4
1799,Chicago Blackhawks,2016/04/21@ STL,2,0,1,0,4,3,0.0,66.7,0.0,100.0,35.0,46.0,46.7
1800,Detroit Red Wings,2016/04/21@ TBL,0,0,0,0,0,1,0.0,100.0,0.0,100.0,34.0,24.0,55.6
1801,Nashville Predators,2016/04/21vs ANA,0,0,0,0,1,4,0.0,100.0,0.0,100.0,31.0,25.0,58.5
1802,St. Louis Blues,2016/04/21vs CHI,0,0,0,0,3,4,33.3,100.0,0.0,100.0,46.0,35.0,53.3
1803,Anaheim Ducks,2016/04/21@ NSH,2,1,1,0,4,1,0.0,100.0,0.0,100.0,25.0,31.0,41.5
1804,New York Islanders,2016/04/22@ FLA,2,0,1,0,2,1,20.0,100.0,20.0,100.0,42.0,48.0,45.3
